"region","area","suburb","postcode","route","current classification: core/greater","expected response wording","actual response wording","current displayed minutes: 60/90","possible 60-minute candidate yes/no","reason","recommended classification","needs owner approval yes/no"
"St George & Bayside","Georges River","Peakhurst Heights","2210","/service-areas/st-george-and-bayside/georges-river/peakhurst-heights/","core","within 60 minutes / 60-minute response","60-minute response for urgent call-outs. | For Peakhurst Heights, emergency call-outs use 60-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for storm-related faults, water-affected fittings, tripping safety switches and unsafe outdoor power in Peakhurst Heights, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.","60","no","Current response-time wording matches the current region classification.","Keep current core classification","no"
"St George & Bayside","Georges River","Penshurst","2222","/service-areas/st-george-and-bayside/georges-river/penshurst/","core","within 60 minutes / 60-minute response","60-minute response for urgent call-outs. | Urgent help for storm-related faults, water-affected fittings, tripping safety switches and unsafe outdoor power in Penshurst, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.","60","no","Current response-time wording matches the current region classification.","Keep current core classification","no"
"St George & Bayside","Georges River","Ramsgate","2217","/service-areas/st-george-and-bayside/georges-river/ramsgate/","core","within 60 minutes / 60-minute response","60-minute response for urgent call-outs. | Urgent help for storm-related faults, water-affected fittings, tripping safety switches and unsafe outdoor power in Ramsgate, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.","60","no","Current response-time wording matches the current region classification.","Keep current core classification","no"
"St George & Bayside","Georges River","Sans Souci","2219","/service-areas/st-george-and-bayside/georges-river/sans-souci/","core","within 60 minutes / 60-minute response","60-minute response for urgent call-outs. | Urgent help for storm-related faults, water-affected fittings, tripping safety switches and unsafe outdoor power in Sans Souci, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.","60","no","Current response-time wording matches the current region classification.","Keep current core classification","no"
"St George & Bayside","Georges River","South Hurstville","2221","/service-areas/st-george-and-bayside/georges-river/south-hurstville/","core","within 60 minutes / 60-minute response","60-minute response for urgent call-outs. | Urgent help for storm-related faults, water-affected fittings, tripping safety switches and unsafe outdoor power in South Hurstville, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.","60","no","Current response-time wording matches the current region classification.","Keep current core classification","no"
"St George & Bayside","Rockdale & Bexley","Arncliffe","2205","/service-areas/st-george-and-bayside/rockdale-and-bexley/arncliffe/","core","within 60 minutes / 60-minute response","60-minute response for urgent call-outs. | Urgent help for storm-related faults, water-affected fittings, tripping safety switches and unsafe outdoor power in Arncliffe, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.","60","no","Current response-time wording matches the current region classification.","Keep current core classification","no"
"St George & Bayside","Rockdale & Bexley","Banksia","2216","/service-areas/st-george-and-bayside/rockdale-and-bexley/banksia/","core","within 60 minutes / 60-minute response","60-minute response for urgent call-outs. | Urgent help for storm-related faults, water-affected fittings, tripping safety switches and unsafe outdoor power in Banksia, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.","60","no","Current response-time wording matches the current region classification.","Keep current core classification","no"
"St George & Bayside","Rockdale & Bexley","Bardwell Park","2207","/service-areas/st-george-and-bayside/rockdale-and-bexley/bardwell-park/","core","within 60 minutes / 60-minute response","60-minute response for urgent call-outs. | Urgent help for storm-related faults, water-affected fittings, tripping safety switches and unsafe outdoor power in Bardwell Park, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.","60","no","Current response-time wording matches the current region classification.","Keep current core classification","no"
"St George & Bayside","Rockdale & Bexley","Bardwell Valley","2207","/service-areas/st-george-and-bayside/rockdale-and-bexley/bardwell-valley/","core","within 60 minutes / 60-minute response","60-minute response for urgent call-outs. | Evaready provides 60-minute emergency response for emergency call-outs in this region. | Urgent help for storm-related faults, water-affected fittings, tripping safety switches and unsafe outdoor power in Bardwell Valley, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.","60","no","Current response-time wording matches the current region classification.","Keep current core classification","no"
"St George & Bayside","Rockdale & Bexley","Bexley","2207","/service-areas/st-george-and-bayside/rockdale-and-bexley/bexley/","core","within 60 minutes / 60-minute response","60-minute response for urgent call-outs. | Urgent help for storm-related faults, water-affected fittings, tripping safety switches and unsafe outdoor power in Bexley, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.","60","no","Current response-time wording matches the current region classification.","Keep current core classification","no"
